destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,direction_same,Y,distance
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,3,Married partner,1,5,Student,2,0,4,3,2,1,1,0,0
Home,Alone,Rainy,55,6PM,Bar,1d,Female,3,Married partner,1,5,Student,2,0,4,3,2,1,0,0,2
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,3,Married partner,1,5,Student,2,0,4,3,2,1,0,0,2
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,3,Married partner,1,5,Student,2,0,4,3,2,1,0,0,1
Work,Alone,Sunny,30,7AM,Bar,1d,Female,3,Married partner,1,5,Student,2,0,4,3,2,1,1,0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,3,Married partner,1,5,Student,2,0,4,3,2,1,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,3,Married partner,1,5,Student,2,0,4,3,2,1,1,0,0
Work,Alone,Rainy,55,7AM,Bar,1d,Female,3,Married partner,1,5,Student,2,0,4,3,2,1,0,0,2
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,3,Married partner,1,5,Student,2,0,4,3,2,1,1,0,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,0,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,1,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,1,1
No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,1,1
No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,1,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,0,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,1,0
Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,1,1,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,1,1,0
Home,Alone,Rainy,55,6PM,Bar,1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,0,2
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,0,2
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,1,1
Work,Alone,Sunny,30,7AM,Bar,1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,1,0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,7,Single,1,4,Legal,2,0,1,3,2,1,1,1,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,1,1,0
Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,1,0
Work,Alone,Rainy,55,7AM,Bar,1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,0,0,2
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,7,Single,1,4,Legal,2,0,1,3,2,1,1,1,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,1,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,0,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,1,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,0,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,1,0
No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,0,0
No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,1,1
Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,1,1,1
Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,0,1
Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,0,1
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,1,1,0
Home,Alone,Rainy,55,6PM,Bar,1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,0,2
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,0,2
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,1,1
Work,Alone,Sunny,30,7AM,Bar,1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,1,1,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,1,1,0
Work,Alone,Rainy,55,7AM,Bar,1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,0,0,2
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,3,Married partner,1,4,Unemployed,8,0,3,3,3,1,1,1,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,1,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,1,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,1,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,0,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,1,0
No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,1,0
No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,1,1
Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,1,1,1
Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,0,1
Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,0,1
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,1,1,0
Home,Alone,Rainy,55,6PM,Bar,1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,0,2
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,0,2
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,0,1
Work,Alone,Sunny,30,7AM,Bar,1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,1,0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,1,1,0
Work,Alone,Rainy,55,7AM,Bar,1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,0,0,2
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,1,Married partner,1,3,Unemployed,4,0,2,2,2,2,1,1,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,1,1
No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,1,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,0,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,0,0
Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,1,1,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,1,1,0
Home,Alone,Rainy,55,6PM,Bar,1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,1,2
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,1,2
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,1,1
Work,Alone,Sunny,30,7AM,Bar,1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,1,1,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,1,1,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,1,1,0
Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,1,0
Work,Alone,Rainy,55,7AM,Bar,1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,0,1,2
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,1,Single,1,2,Personal Care & Service,2,2,3,1,0,0,1,1,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,0
No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,0
No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,1,0,0
Home,Alone,Rainy,55,6PM,Bar,1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,2
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,2
Home,Partner,Sunny,55,10PM,Bar,1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,2
Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,1,0,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,1
Home,Partner,Rainy,55,6PM,Coffee House,1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,1,0,0
Work,Alone,Sunny,30,7AM,Bar,1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,1,0,1
Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,1,0,0
Work,Alone,Rainy,55,7AM,Bar,1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,0,0,2
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,2,Unmarried partner,0,5,Computer & Mathematical,5,2,1,2,3,2,1,0,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,1,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,1,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,0,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,1,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,0,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,0,0
No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,1,0
No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,1,0
No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,1,1
Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,1,1,1
Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,0,1
Home,Kid(s),Sunny,30,6PM,Bar,2h,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,1,1
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,1,0,0
Home,Alone,Rainy,55,6PM,Bar,1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,0,2
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,0,2
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,0,1
Work,Alone,Sunny,30,7AM,Bar,1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,1,0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,1,0,0
Work,Alone,Rainy,55,7AM,Bar,1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,0,0,2
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,5,Married partner,1,4,Arts Design Entertainment Sports & Media,3,0,1,2,3,2,1,0,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,0,1,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,0,0,0
No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,0,1,0
No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,0,0,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,0,0,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,1,1,0
Home,Alone,Rainy,55,6PM,Bar,1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,0,0,2
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,0,0,2
Home,Partner,Sunny,55,10PM,Bar,1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,0,0,2
Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,1,0,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,0,0,1
Home,Partner,Rainy,55,6PM,Coffee House,1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,1,1,0
Work,Alone,Sunny,30,7AM,Bar,1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,1,0,1
Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,0,0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,1,1,0
Work,Alone,Rainy,55,7AM,Bar,1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,0,0,2
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,2,Unmarried partner,0,4,Community & Social Services,3,1,0,2,1,0,1,0,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,1
No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,1
No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,1
No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,0
Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,1,1,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,1,1,0
Home,Alone,Rainy,55,6PM,Bar,1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,2
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,2
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,1
Work,Alone,Sunny,30,7AM,Bar,1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,1,1,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,1,1,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,1,1,0
Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,0
Work,Alone,Rainy,55,7AM,Bar,1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,0,1,2
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,1,Single,0,1,Unemployed,0,2,3,4,4,3,1,1,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,4,Divorced,1,2,Office & Administrative Support,2,0,4,3,3,1,0,0,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,4,Divorced,1,2,Office & Administrative Support,2,0,4,3,3,1,0,1,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,4,Divorced,1,2,Office & Administrative Support,2,0,4,3,3,1,0,0,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,4,Divorced,1,2,Office & Administrative Support,2,0,4,3,3,1,0,1,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,4,Divorced,1,2,Office & Administrative Support,2,0,4,3,3,1,0,0,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,4,Divorced,1,2,Office & Administrative Support,2,0,4,3,3,1,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Female,4,Divorced,1,2,Office & Administrative Support,2,0,4,3,3,1,0,1,0
No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,4,Divorced,1,2,Office & Administrative Support,2,0,4,3,3,1,0,1,0
No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,4,Divorced,1,2,Office & Administrative Support,2,0,4,3,3,1,0,0,1
Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,4,Divorced,1,2,Office & Administrative Support,2,0,4,3,3,1,1,1,1
Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,4,Divorced,1,2,Office & Administrative Support,2,0,4,3,3,1,0,1,1
